FORNECEDOR;CÓDIGO;DESCRIÇÃO DO PRODUTO;REFERÊNCIA;;UN.;QTD.ESTQ;VLR. ESTQ;QTD. FATUR;FATURAMENTO;TOT.CUSTO;MARG. VALOR;MARG. %;LITROS;KILOS;REP. %;ACUM. %;mês
00000534-AKZO NOBEL LTDA;86075;CR CORALIT TOTAL AC BRANCO 3,6L;;;UN;26;2.532,66;2;293,84;194,82;99,02;33,7;0;0;0,01;69,93;JUNHO
00000534-AKZO NOBEL LTDA;85840;CR PINTA PISO AMARELO DEMARCACAO 3,6L;;;UN;14;685,86;4;288,7;196,96;91,74;31,78;0;0;0,01;69,94;JUNHO
00000534-AKZO NOBEL LTDA;86990;CR GRANOS EFEITO PEDRA NATURAL FINA 22KG;;;UN;9;1.463,31;1;280;166,97;113,03;40,37;0;0;0,01;69,95;JUNHO
00000534-AKZO NOBEL LTDA;86991;CR GRANOS EFEITO PEDRA NATURAL MEDIA 22KG;;;UN;5;960,05;1;276;196,94;79,06;28,64;0;0;0,01;69,96;JUNHO
00000534-AKZO NOBEL LTDA;85846;CR RENOVA GESSO DRYWALL BRANCO GL 3,6L;;;UN;11;632,17;3;271,09;172,41;98,68;36,4;0;0;0,01;69,97;JUNHO
00000534-AKZO NOBEL LTDA;85834;CR PINTA PISO CINZA ESCURO 3,6L;;;UN;11;525,03;3;240;143,19;96,81;40,34;0;0;0,01;69,98;JUNHO
00000534-AKZO NOBEL LTDA;85887;CR SELADOR ACRILICO BRANCO LATA 18L;;;UN;13;1.763,32;1;229;135,64;93,36;40,77;0;0;0,01;69,99;JUNHO
00000534-AKZO NOBEL LTDA;86568;CR DECORA SEDA AC BASE MF 3.2L;;;UN;11;1.049,51;2;209,9;190,82;19,08;9,09;0;0;0,01;70;JUNHO
00000534-AKZO NOBEL LTDA;86717;CR DECORA EFEITO CIMENTO QUE IMENSIDÃO CINZA GL 4,8KG;;;UN;9;995,76;1;202,62;110,64;91,98;45,4;0;0;0,01;70;JUNHO
00000534-AKZO NOBEL LTDA;85897;CR TINTA GRAFITE CINZA CLARO 900ML;;;UN;0;0;6;197,64;179,64;18;9,11;0;0;0,01;70,01;JUNHO
00000534-AKZO NOBEL LTDA;85927;CR CORALIT ULTRA RESISTÊNCIA AB AZUL REY 3,6L;;;UN;18;1.953,54;1;195,91;108,53;87,38;44,6;0;0;0,01;70,02;JUNHO
00000534-AKZO NOBEL LTDA;86739;CR CORALIT TOTAL FO PRETO 900ML;;;UN;10;289,4;6;190,98;173,64;17,34;9,08;0;0;0,01;70,03;JUNHO
00000534-AKZO NOBEL LTDA;85747;CR CORALAR LATEX MAIS ECONOMICO BRANCO LATA 18L;;;UN;20;2.510,60;1;190;117,82;72,18;37,99;0;0;0,01;70,03;JUNHO
00000534-AKZO NOBEL LTDA;86045;HY HAMMERITE BR BRANCO 2,4L;;;UN;19;2.200,20;1;189;115,8;73,2;38,73;0;0;0,01;70,04;JUNHO
00000534-AKZO NOBEL LTDA;85838;CR PINTA PISO VERMELHO 3,6L;;;UN;10;489,9;3;182,96;146,97;35,99;19,67;0;0;0,01;70,05;JUNHO
00000534-AKZO NOBEL LTDA;85888;CR FUNDO PREPARADOR BASE AGUA INCOLOR GL 3,6L;;;UN;8;447,12;2;182,5;111,78;70,72;38,75;0;0;0,01;70,05;JUNHO
00000534-AKZO NOBEL LTDA;86674;CR CORALIT SECAGEM RAPIDA BR TABACO 3.0L;;;UN;3;278,16;1;179,75;92,72;87,03;48,42;0;0;0,01;70,06;JUNHO
00000534-AKZO NOBEL LTDA;85957;CR CORALIT ULTRA RESISTÊNCIA AB CAMURCA 3,6L;;;UN;10;971,8;1;179;97,18;81,82;45,71;0;0;0,01;70,06;JUNHO
00000534-AKZO NOBEL LTDA;85916;CR CORALIT ULTRA RESISTÊNCIA AB PLATINA 3,6L;;;UN;23;2.496,19;1;170;108,53;61,47;36,16;0;0;0,01;70,07;JUNHO
00000534-AKZO NOBEL LTDA;85970;CR CORALIT ULTRA RESISTÊNCIA AB MARROM CONHAQUE 3,6L;;;UN;9;976,77;1;167,6;108,53;59,07;35,24;0;0;0,01;70,08;JUNHO
00000534-AKZO NOBEL LTDA;85767;CR RENOVA TETOS BRANCO 900ML;;;UN;6;151,5;6;166,62;151,5;15,12;9,07;0;0;0,01;70,08;JUNHO
00000534-AKZO NOBEL LTDA;85952;CR CORALIT ULTRA RESISTÊNCIA AB VERDE COLONIAL 3,6L;;;UN;15;1.627,80;1;160;97,18;62,82;39,26;0;0;0,01;70,09;JUNHO
00000534-AKZO NOBEL LTDA;85773;CR RENDE MUITO BRANCO 900ML;;;UN;14;236,32;8;159,99;136,28;23,71;14,82;0;0;0,01;70,09;JUNHO
00000534-AKZO NOBEL LTDA;86058;CR CORALIT TOTAL BR BRANCO 3,6L;;;UN;36;3.660,84;1;157,05;101,69;55,36;35,25;0;0;0,01;70,1;JUNHO
00000534-AKZO NOBEL LTDA;85836;CR PINTA PISO AZUL 3,6L;;;UN;11;538,89;2;141,32;98,48;42,84;30,31;0;0;0,01;70,11;JUNHO
00000534-AKZO NOBEL LTDA;86781;M1 VEDBEM PAREDE BRANCO 3,6KG;;;UN;11;292,38;3;137,61;79,74;57,87;42,05;0;0;0;70,11;JUNHO
00000534-AKZO NOBEL LTDA;85844;CR PINTA PISO VERDE QUADRA 3,6L;;;UN;10;489,9;2;136,7;98,48;38,22;27,96;0;0;0;70,11;JUNHO
00000534-AKZO NOBEL LTDA;85863;CR CORALIT SECAGEM RAPIDA BR BRANCO 3,0L;;;UN;20;1.854,20;1;130,16;92,71;37,45;28,77;0;0;0;70,12;JUNHO
00000534-AKZO NOBEL LTDA;85911;CR CORALIT ULTRA RESISTÊNCIA AB PRETO 900ML;;;UN;11;324,17;4;129,64;117,88;11,76;9,07;0;0;0;70,12;JUNHO
00000534-AKZO NOBEL LTDA;86630;CR RENDE MUITO MARFIM 3,2L;;;UN;8;430,72;2;128,66;116,96;11,7;9,09;0;0;0;70,13;JUNHO
00000534-AKZO NOBEL LTDA;86619;CR RENDE MUITO CAMURCA 3,2L;;;UN;7;376,88;2;126,44;114,94;11,5;9,1;0;0;0;70,13;JUNHO
00000534-AKZO NOBEL LTDA;85768;CR CORALAR ACRILICO MAIS BRILHO E PROTEÇÃO BRANCO GL 3,6L;;;UN;26;1.958,84;1;125;75,34;49,66;39,73;0;0;0;70,14;JUNHO
00000534-AKZO NOBEL LTDA;86146;CETOL ACETINADO IMBUIA 900ML;;;UN;9;586,08;1;115,38;65,12;50,26;43,56;0;0;0;70,14;JUNHO
00000534-AKZO NOBEL LTDA;22339;COPO DE MISTURA 1,5L WANDA;;;UN;23;135,47;11;110,89;64,79;46,1;41,57;0;0;0;70,15;JUNHO
00000534-AKZO NOBEL LTDA;85754;CR CORALAR LATEX MAIS ECONOMICO BRANCO GELO GL 3,6L;;;UN;18;551,88;2;110;59,34;50,66;46,05;0;0;0;70,15;JUNHO
00000534-AKZO NOBEL LTDA;85944;CR CORALIT ULTRA RESISTÊNCIA AB OURO 900ML;;;UN;14;867,02;1;100;61,93;38,07;38,07;0;0;0;70,15;JUNHO
00000534-AKZO NOBEL LTDA;86065;CR CORALIT TOTAL BR PLATINA 900ML;;;UN;9;263,88;2;91,28;58,64;32,64;35,76;0;0;0;70,16;JUNHO
00000534-AKZO NOBEL LTDA;86044;HY HAMMERITE BR BRANCO 800ML;;;UN;22;988,46;1;90;44,93;45,07;50,08;0;0;0;70,16;JUNHO
00000534-AKZO NOBEL LTDA;85828;CR PINTA PISO BRANCO 3,6L;;;UN;7;334,11;1;84;47,73;36,27;43,18;0;0;0;70,16;JUNHO
00000534-AKZO NOBEL LTDA;9753;WANDAFILL PRIMER ALTO SOLIDOS WANDA-21,94-ST;;;UN;6;187,14;1;69,62;31,19;38,43;55,2;0;0;0;70,17;JUNHO
00000534-AKZO NOBEL LTDA;85899;CR TINTA GRAFITE CINZA ESCURO 900ML;;;UN;6;184,62;2;65,88;59,88;6;9,11;0;0;0;70,17;JUNHO
00000534-AKZO NOBEL LTDA;85873;CR MASSA CORRIDA 1,5KG;;;UN;40;299,2;5;65,17;37,4;27,77;42,61;0;0;0;70,17;JUNHO
00000534-AKZO NOBEL LTDA;83835;ENDURECEDOR 3093 180ML WANDA;FL;;UN;66;543,18;4;62,55;32,92;29,63;47,37;0;0;0;70,17;JUNHO
00000534-AKZO NOBEL LTDA;86180;CR RENOVA AZULEJOS AC BRANCO 900ML;;;UN;10;508,2;1;62,41;50,82;11,59;18,57;0;0;0;70,17;JUNHO
00000534-AKZO NOBEL LTDA;86059;CR CORALIT TOTAL BR BRANCO 900ML;;;UN;15;448,5;1;56,05;29,9;26,15;46,65;0;0;0;70,18;JUNHO
00000534-AKZO NOBEL LTDA;85934;CR CORALIT ULTRA RESISTÊNCIA AB VERMELHO 900ML;;;UN;13;413,53;1;54;31,81;22,19;41,09;0;0;0;70,18;JUNHO
00000534-AKZO NOBEL LTDA;85980;CR CORALIT ULTRA RESISTÊNCIA AC PLATINA 900ML;;;UN;8;227,36;1;53,4;28,42;24,98;46,78;0;0;0;70,18;JUNHO
00000534-AKZO NOBEL LTDA;85939;CR CORALIT ULTRA RESISTÊNCIA AB VERMELHO GOYA 900ML;;;UN;10;294,7;1;53;29,47;23,53;44,4;0;0;0;70,18;JUNHO
00000534-AKZO NOBEL LTDA;86736;CR CORALIT TOTAL FO BRANCO 900ML;;;UN;15;398,1;1;51,07;26,54;24,53;48,03;0;0;0;70,18;JUNHO
00000534-AKZO NOBEL LTDA;85962;CR CORALIT ULTRA RESISTÊNCIA AB MARFIM 900ML;;;UN;11;318,78;1;50;28,98;21,02;42,04;0;0;0;70,19;JUNHO
00000534-AKZO NOBEL LTDA;85779;CR CORALAR ACRILICO MAIS DESEMPENHO BRANCO GL 3,6L;;;UN;33;1.179,75;1;50;35,75;14,25;28,5;0;0;0;70,19;JUNHO
00000534-AKZO NOBEL LTDA;85964;CR CORALIT ULTRA RESISTÊNCIA AB AREIA 900ML;;;UN;10;294,7;1;50;29,47;20,53;41,06;0;0;0;70,19;JUNHO
00000534-AKZO NOBEL LTDA;85976;CR CORALIT ULTRA RESISTÊNCIA AC BRANCO 900ML;;;UN;8;219,76;1;45;27,47;17,53;38,96;0;0;0;70,19;JUNHO
00000534-AKZO NOBEL LTDA;86754;M1 MACTRASET PROFISSIONAL 18KG;;;UN;12;362,88;1;44,79;30,24;14,55;32,48;0;0;0;70,19;JUNHO
00000534-AKZO NOBEL LTDA;86152;VERNIZ EXTRA MARITIMO BASE AGUA BRILHANTE NATURAL 900ML;;;UN;17;383,69;1;44,58;20,86;23,72;53,21;0;0;0;70,19;JUNHO
00000534-AKZO NOBEL LTDA;85905;CR CORALIT ULTRA RESISTÊNCIA AB BRANCO 900ML;;;UN;16;475,68;1;43;27,13;15,87;36,91;0;0;0;70,2;JUNHO
00000534-AKZO NOBEL LTDA;85948;CR CORALIT ULTRA RESISTÊNCIA AB VERDE FOLHA 900ML;;;UN;13;383,11;1;38,83;29,47;9,36;24,11;0;0;0;70,2;JUNHO
00000534-AKZO NOBEL LTDA;86774;M1 VEDBEM MANTA LIQUIDA BRANCA 1KG;;;UN;7;125,3;1;27,2;17,9;9,3;34,19;0;0;0;70,2;JUNHO
00000534-AKZO NOBEL LTDA;86790;M1 ANTI FERRUGEM 500ML;;;UN;7;117,81;1;26,5;16,83;9,67;36,49;0;0;0;70,2;JUNHO
00000534-AKZO NOBEL LTDA;9762;MASSA POLYKIT IV 1,5KG SIKKENS;FL;;UN;7;874,02;0;0;0;0;0;0;0;0;70,2;JUNHO
00000534-AKZO NOBEL LTDA;85889;CR FUNDO PREPARADOR BASE AGUA INCOLOR LATA18L;;;UN;6;1.390,38;-1;-289,97;-208,55;-81,42;28,08;0;0;-0,01;70,19;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;24241;FITA CREPE AUTOMOTIVA AMARELA 48MMX40M ADERE;;;UN;1.073,00;9.935,98;812;11.066,00;7.673,40;3.392,60;30,66;0;0;0,4;70,58;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;24240;FITA CREPE AUTOMOTIVA AMARELA 18MMX40M ADERE;;;UN;7.931,00;25.299,89;1.344,00;6.894,73;4.932,48;1.962,25;28,46;0;0;0,25;70,83;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;84928;FITA CREPE USO GERAL BEGE 48MMX50M ADERE;;;UN;444;3.290,04;157;1.713,05;1.180,17;532,88;31,11;0;0;0,06;70,89;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;87299;FITA CREPE AUTOMOTIVA VERDE 525 45MMX50M ADERE;;;UN;122;1.296,86;51;842,89;542,13;300,76;35,68;0;0;0,03;70,92;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;84411;FITA CREPE USO GERAL BEGE 24MMX50M ADERE;;;UN;433;1.597,77;162;805,61;597,78;207,83;25,8;0;0;0,03;70,95;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85621;FITA DUPLA FACE XT080 09MMX20M ADERE;;;UN;86;1.161,00;49;797,12;601,72;195,4;24,51;0;0;0,03;70,98;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85616;FITA EMPACOTAMENTO TRANSPARENTE 45MMX40M 710 ADERE;;;UN;1.076,00;3.238,76;169;654,86;508,69;146,17;22,32;0;0;0,02;71;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85620;FITA DUPLA FACE XT080 12MMX20M ADERE;;;UN;41;671,17;8;257,35;130,96;126,39;49,11;0;0;0,01;71,01;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85618;FITA CREPE P/ PINTURA IMOBILIARIA LARANJA 45MMX50M A128RLS ADERE;;;UN;100;1.038,00;3;58,37;31,14;27,23;46,65;0;0;0;71,01;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;87298;FITA CREPE AUTOMOTIVA VERDE 525  24MMX50M ADERE;;;UN;57;336,87;6;51,5;35,46;16,04;31,15;0;0;0;71,02;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;87297;FITA CREPE AUTOMOTIVA VERDE 525S 18MMX50M ADERE;;;UN;126;534,24;6;46,43;25,44;20,99;45,21;0;0;0;71,02;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85617;FITA CREPE P/ PINTURA IMOBILIARIA LARANJA 24MMX50M A128RLS ADERE;;;UN;136;730,32;3;30,81;16,11;14,7;47,71;0;0;0;71,02;JUNHO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85619;FITA DUPLA FACE XT080 12MMX02M ADERE;;;UN;98;560,56;2;21,31;11,44;9,87;46,32;0;0;0;71,02;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84785;KIT EPOXI PRIMER CINZA N6,5 P/ ADESAO 3,6L BRASILUX;;;UN;135;19.271,25;223;39.605,80;31.731,25;7.874,55;19,88;0;0;1,42;72,44;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84898;TINTA TECNICA ESPECIAL KIT PU AZUL 2.5PB4/10 SEG 3,6L BRASILUX;;;UN;74;10.772,92;184;31.364,62;26.786,72;4.577,90;14,6;0;0;1,12;73,56;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84560;THINNER 4016 USO GERAL 5L BRASILUX;;;UN;300;15.606,00;435;28.792,89;21.805,68;6.987,21;24,27;0;0;1,03;74,59;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;86935;TINTA TECNICA ESPECIAL KIT PU LARANJA 2.5YR6/14 3,6L;;;UN;54;7.862,40;154;26.267,78;21.685,44;4.582,34;17,44;0;0;0,94;75,53;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85135;TINTA BRASIMIX;FL;;UN;0;0;168;23.340,45;12.185,56;11.154,89;47,79;347,36;0;0,83;76,36;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84499;THINNER 4016 USO GERAL 18L BRASILUX;;;UN;44;7.036,04;89;19.368,65;14.900,56;4.468,09;23,07;0;0;0,69;77,06;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84894;THINNER 6028 DILUENTE 5L BRASILUX;;;UN;89;5.340,89;163;12.656,83;9.552,73;3.104,10;24,53;0;0;0,45;77,51;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84108;BRASILACA-PRETO FOSCO 900ML BRASILUX;;;UN;302;7.090,96;337;12.610,17;7.557,74;5.052,43;40,07;0;0;0,45;77,96;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84324;BRASIMOB ALUMINIO 3,6L BRASILUX;;;UN;66;5.410,68;121;11.701,57;9.533,26;2.168,31;18,53;0;0;0,42;78,38;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;24350;THINNER 4016 USO GERAL 200L TAMBOR BRASILUX;;;UN;5;7.880,50;5;10.028,47;7.880,50;2.147,97;21,42;0;0;0,36;78,74;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84767;KIT EPOXI CINZA N5 MEDIO 3,6L BRASILUX;;;UN;39;5.163,21;40;10.021,41;5.295,60;4.725,81;47,16;0;0;0,36;79,1;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84342;BRASIMOB PRETO BRILHANTE 3,6L BRASILUX;;;UN;128;7.335,68;159;9.960,46;9.125,01;835,45;8,39;0;0;0,36;79,45;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84331;BRASIMOB BRANCO BRILHANTE 3,6L BRASILUX;;;UN;140;8.023,40;150;9.800,23;8.528,50;1.271,73;12,98;0;0;0,35;79,8;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84200;TINTA TECNICA ESPECIAL KIT PU PISCINA AZUL 4,5L BRASILUX;;;UN;38;7.003,40;35;8.929,87;6.450,50;2.479,37;27,76;0;0;0,32;80,12;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87292;BRASPISO CINZA ACETINADO LATA 18L BRASILUX;;;UN;29;4.581,71;47;8.646,69;7.425,53;1.221,16;14,12;0;0;0,31;80,43;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84344;BRASIMOB VERDE FOLHA 3,6L BRASILUX;;;UN;199;11.404,69;126;7.875,00;7.216,82;658,18;8,36;0;0;0,28;80,71;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84814;BRASCORTEN-VERMELHO BASE 3,6L BRASILUX;;;UN;35;3.483,20;52;7.139,81;5.175,04;1.964,77;27,52;0;0;0,26;80,97;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84351;BRASIMOB AMARELO SEGURANCA 3,6L BRASILUX;;;UN;147;8.424,57;111;6.937,50;6.361,41;576,09;8,3;0;0;0,25;81,22;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84899;TINTA TECNICA ESPECIAL KIT PU BRANCO 3,6L BRASILUX;;;UN;53;7.716,27;37;6.439,51;5.321,13;1.118,38;17,37;0;0;0,23;81,45;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84036;MASSA PVA BALDE 25KG BRASILUX;;;UN;160;6.998,40;105;6.369,02;4.806,53;1.562,49;24,53;0;0;0,23;81,68;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87291;BRASPISO BRANCO ACETINADO LATA 18L BRASILUX;;;UN;34;5.370,98;30;6.126,80;4.705,24;1.421,56;23,2;0;0;0,22;81,89;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84823;DILUENTE 107 PU/POLIESTER 5L BRASILUX;;;UN;26;2.368,34;46;5.951,70;4.138,06;1.813,64;30,47;0;0;0,21;82,11;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85280;CATALISADOR 045 PU ALIFATICO 900ML BRASILUX;;;UN;50;2.331,50;86;5.765,17;3.950,24;1.814,93;31,48;0;0;0,21;82,31;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84334;BRASIMOB CINZA MEDIO 3,6L BRASILUX;;;UN;120;6.878,40;82;5.290,28;4.700,24;590,04;11,15;0;0;0,19;82,5;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84460;VEDA CHOQUE 300G BRASILUX;;;UN;101;2.849,21;105;5.249,60;2.962,05;2.287,55;43,58;0;0;0,19;82,69;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84557;DILUENTE 107 PU/POLIESTER 900ML BRASILUX;;;UN;116;2.054,36;190;5.148,56;3.292,65;1.855,91;36,05;0;0;0,18;82,88;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84774;THINNER 6028 DILUENTE 900ML BRASILUX;;;UN;206;2.469,94;308;5.010,17;3.690,74;1.319,43;26,34;0;0;0,18;83,05;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85558;TINTA TECNICA ESPECIAL KIT PU CINZA N6,5 3,6L BRASILUX;;;UN;21;2.968,35;25;4.741,71;3.546,52;1.195,19;25,21;0;0;0,17;83,22;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84113;KIT EPOXI BRANCO PURO N9,5 3,6L BRASILUX;;;UN;40;5.296,00;22;4.507,56;2.804,71;1.702,85;37,78;0;0;0,16;83,39;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84111;KIT EPOXI CINZA CLARO N 6,5 3,6L BRASILUX;;;UN;51;6.752,91;20;4.498,53;2.443,86;2.054,67;45,67;0;0;0,16;83,55;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84762;KIT EPOXI CINZA N3,5 3,6L BRASILUX;;;UN;4;529,6;24;4.493,25;3.165,59;1.327,66;29,55;0;0;0,16;83,71;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84900;TINTA TECNICA ESPECIAL KIT PU CINZA MEDIO N5 3,6L BRASILUX;;;UN;79;10.463,55;25;4.455,12;3.311,25;1.143,87;25,68;0;0;0,16;83,87;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84825;THINNER 6028 DILUENTE 18L BRASILUX;;;UN;33;6.613,20;16;4.269,19;3.169,90;1.099,29;25,75;0;0;0,15;84,02;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85271;BRASPISO CINZA ESCURO FOSCO BALDE 18L BRASILUX;FL;;UN;2;282,12;18;3.840,27;2.539,08;1.301,19;33,88;0;0;0,14;84,16;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84032;MASSA ACRILICA BALDE 25KG BRASILUX;;;UN;53;4.827,24;31;3.520,56;2.823,48;697,08;19,8;0;0;0,13;84,28;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84250;BRASINIL ACRILICO ECONOMICO BRANCO NEVE BALDE 18L BRASILUX;;;UN;33;3.548,16;22;3.468,10;2.319,27;1.148,83;33,13;0;0;0,12;84,41;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84247;SILICONE HIDROFUGANTE 18L BRASILUX;;;UN;1;417,67;7;3.431,62;2.699,94;731,68;21,32;0;0;0,12;84,53;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84497;THINNER 4016 USO GERAL 900ML BRASILUX;;;UN;369;3.712,14;216;3.296,72;2.304,74;991,98;30,09;0;0;0,12;84,65;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85164;QUEROSENE 900ML BRASILUX;;;UN;254;3.141,98;195;3.258,54;2.412,15;846,39;25,97;0;0;0,12;84,76;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84216;BRASIFER-PRIMER VERMELHO 18L LATA BRASILUX;;;UN;12;2.298,36;13;3.082,16;2.191,68;890,48;28,89;0;0;0,11;84,87;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84103;BRASILINE ESMALTE PRETO SEMI-FOSCO 3,6L BRASILUX;;;UN;13;890,76;30;3.063,20;2.048,25;1.014,95;33,13;0;0;0,11;84,98;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84030;AGUARRAS MINERAL 5L BRASILUX;;;UN;-155;-9.512,35;39;3.036,32;2.117,49;918,83;30,26;0;0;0,11;85,09;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84112;KIT EPOXI PRETO N1 3,6L BRASILUX;;;UN;3;350,64;14;2.996,20;1.636,32;1.359,88;45,39;0;0;0,11;85,2;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;86943;FUNDO PREPARADOR PAREDE BRANCO B'AGUA PRO 1000 BALDE 14LT BRASILUX;;;UN;17;1.924,57;21;2.948,61;2.229,81;718,8;24,38;0;0;0,11;85,3;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84335;BRASIMOB PLATINA 3,6L BRASILUX;;;UN;51;2.922,81;46;2.929,08;2.453,51;475,57;16,24;0;0;0,1;85,41;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84487;BRASILACA-PRETO CADILACK 900ML BRASILUX;;;UN;91;2.257,71;74;2.920,78;1.782,64;1.138,14;38,97;0;0;0,1;85,51;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84249;BRASINIL ACRILICO ECONOMICO BRANCO GELO BALDE 18L BRASILUX;;;UN;42;4.515,84;19;2.869,65;2.022,36;847,29;29,53;0;0;0,1;85,62;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84145;BRASIMOB PRETO FOSCO 3,6L BRASILUX;;;UN;3;171,93;35;2.855,08;2.018,57;836,51;29,3;0;0;0,1;85,72;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85629;BRASILINE SINT SUPER RAPIDO PRIMER ACABAMENTO BRANCO 18LT BRASILUX;;;UN;19;6.498,00;4;2.785,04;1.265,92;1.519,12;54,55;0;0;0,1;85,82;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84101;BRASILINE-PRETO FOSCO 3,6L BRASILUX;;;UN;15;1.065,30;27;2.564,24;1.772,95;791,29;30,86;0;0;0,09;85,91;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84498;BRASITEC SINTETICO EXTRA RAPIDO VERMELHO EXTINTOR 18L BRASILUX;;;UN;8;3.180,64;5;2.545,13;1.987,94;557,19;21,89;0;0;0,09;86;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87290;BRASPISO CINZA ESCURO FOSCO LATA 18L BRASILUX;;;UN;2;237,16;12;2.520,00;1.422,96;1.097,04;43,53;0;0;0,09;86,09;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84114;KIT EPOXI AZUL 2.5PB4/10 3,6L BRASILUX;;;UN;56;7.414,96;16;2.512,25;1.998,26;513,99;20,46;0;0;0,09;86,18;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87357;BRASILINE SINT SUPER RAPIDO PRIMER ACABAMENTO AMARELO 5Y8/12 18 LT BRASILUX;;;UN;4;1.530,08;4;2.509,32;1.530,08;979,24;39,02;0;0;0,09;86,27;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84382;BRASPISO AZUL PROFUNDO QUADRA ACETINADO BALDE 18L BRASILUX;FL;;UN;8;1.263,84;14;2.488,17;2.194,80;293,37;11,79;0;0;0,09;86,36;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84496;BRASILACA-PRETO SEMI-FOSCO 3,6L BRASILUX;;;UN;40;3.854,80;16;2.451,52;1.438,57;1.012,95;41,32;0;0;0,09;86,45;JUNHO
