FORNECEDOR;CÓDIGO;DESCRIÇÃO DO PRODUTO;REFERÊNCIA;;UN.;QTD.ESTQ;VLR. ESTQ;QTD. FATUR;FATURAMENTO;TOT.CUSTO;MARG. VALOR;MARG. %;LITROS;KILOS;REP. %;ACUM. %;mês
00000036-3M DO BRASIL LTDA;10080;FITA DUPLA FACE 5369 9,5MMX20M CINZA 3M;;;UN;48;1.239,84;4;186;97,48;88,52;47,59;0;0;0,01;50,08;ABRIL
00000036-3M DO BRASIL LTDA;20983;DISCO TRIZACT P1500 152MM 3M;;;UN;152;1.942,56;9;184,42;115,02;69,4;37,63;0;0;0,01;50,08;ABRIL
00000036-3M DO BRASIL LTDA;84010;LIXA FERRO Nº 150 3M;;;UN;233;384,45;75;183,36;125,25;58,11;31,69;0;0;0,01;50,09;ABRIL
00000036-3M DO BRASIL LTDA;10037;DISCO DE LIXA OURO 220 216U 3M;FL;;UN;0;0;100;182;158;24;13,19;0;0;0,01;50,1;ABRIL
00000036-3M DO BRASIL LTDA;20986;BOINA DUPLA FACE DE ESPUMA CINZA ER PN05707 3M;;;UN;6;1.128,90;1;174,08;170,67;3,41;1,96;0;0;0,01;50,1;ABRIL
00000036-3M DO BRASIL LTDA;10027;LIXA SECO OURO 320 326U 3M;;;UN;193;281,78;100;168,5;132;36,5;21,66;0;0;0,01;50,11;ABRIL
00000036-3M DO BRASIL LTDA;23471;ULTRA PERFORMANCE POLIDOR 500ML 3M;;;UN;8;449,68;2;165,78;108,1;57,68;34,79;0;0;0,01;50,12;ABRIL
00000036-3M DO BRASIL LTDA;10026;LIXA SECO OURO 220 326U 3M;;;UN;232;327,12;100;162,5;128;34,5;21,23;0;0;0,01;50,12;ABRIL
00000036-3M DO BRASIL LTDA;86938;DISCO DE CORTE CUBITRON 3 PN33463 115X1X22.23MM 3M;;;UN;40;384,4;10;156,28;96,1;60,18;38,51;0;0;0,01;50,13;ABRIL
00000036-3M DO BRASIL LTDA;23128;LIXA BLUE 180 225X275MM 338U 3M;;;PC;558;1.037,88;45;151,06;76,05;75,01;49,66;0;0;0,01;50,13;ABRIL
00000036-3M DO BRASIL LTDA;10066;BOINA DE ESPUMA CINZA C/ BORDA PN05738 3M;FL;;UN;6;577,56;1;145,16;96,26;48,9;33,69;0;0;0,01;50,14;ABRIL
00000036-3M DO BRASIL LTDA;84011;LIXA FERRO Nº 180 3M;;;UN;185;307,1;51;143,34;86,19;57,15;39,87;0;0;0,01;50,15;ABRIL
00000036-3M DO BRASIL LTDA;87249;LIXA DAGUA FOLHA INTEIRA Nº 2000 401Q 3M;;;UN;108;487,08;23;143,03;91,08;51,95;36,32;0;0;0,01;50,15;ABRIL
00000036-3M DO BRASIL LTDA;84015;LIXA SECO 230U MASSA/MADEIRA Nº 100 3M;;;UN;282;126,9;258;142,44;118,68;23,76;16,68;0;0;0,01;50,16;ABRIL
00000036-3M DO BRASIL LTDA;87211;FOLHA ESPUMA FLEX P1200 33535 3M;;;UN;193;1.818,06;10;136,86;94,2;42,66;31,17;0;0;0,01;50,16;ABRIL
00000036-3M DO BRASIL LTDA;84018;LIXA SECO 230U MASSA/MADEIRA Nº 220 3M;;;UN;376;161,68;41;135,76;18,86;116,9;86,11;0;0;0,01;50,17;ABRIL
00000036-3M DO BRASIL LTDA;59;LIXA DAGUA Nº 600 331Q 3M;;;UN;482;535,02;65;135,09;65,65;69,44;51,4;0;0;0,01;50,17;ABRIL
00000036-3M DO BRASIL LTDA;20064;ADESIVO SPRAY 76 LT 330G 3M;;;UN;11;349,47;4;134,14;116,39;17,75;13,23;0;0;0,01;50,18;ABRIL
00000036-3M DO BRASIL LTDA;84016;LIXA SECO 230U MASSA/MADEIRA Nº 120 3M;;;UN;399;179,55;151;132,16;69,46;62,7;47,44;0;0;0,01;50,18;ABRIL
00000036-3M DO BRASIL LTDA;10033;DISCO DE LIXA OURO 080 216U 3M;FL;;UN;3;4,59;75;132;114,75;17,25;13,07;0;0;0,01;50,19;ABRIL
00000036-3M DO BRASIL LTDA;10028;LIXA SECO OURO 400 326U 3M;;;UN;350;399;100;131;103;28;21,37;0;0;0,01;50,19;ABRIL
00000036-3M DO BRASIL LTDA;84013;LIXA FERRO Nº 40 3M;;;UN;261;563,76;33;118,52;72,27;46,25;39,02;0;0;0;50,2;ABRIL
00000036-3M DO BRASIL LTDA;84012;LIXA FERRO Nº 220 3M;;;UN;270;448,2;38;114;64,22;49,78;43,67;0;0;0;50,2;ABRIL
00000036-3M DO BRASIL LTDA;87209;FOLHA ESPUMA FLEX P600 33532 3M;;;UN;181;1.705,02;7;93,38;62,65;30,73;32,91;0;0;0;50,2;ABRIL
00000036-3M DO BRASIL LTDA;87208;FOLHA ESPUMA FLEX P400 33531 3M;;;UN;180;1.695,60;7;93,38;62,65;30,73;32,91;0;0;0;50,21;ABRIL
00000036-3M DO BRASIL LTDA;87210;FOLHA ESPUMA FLEX P800 33533 3M;;;UN;181;1.705,02;7;93,38;62,65;30,73;32,91;0;0;0;50,21;ABRIL
00000036-3M DO BRASIL LTDA;87213;FOLHA ESPUMA FLEX P2000 33537 3M;;;UN;201;1.893,42;7;93,38;62,65;30,73;32,91;0;0;0;50,22;ABRIL
00000036-3M DO BRASIL LTDA;54;LIXA DAGUA Nº 180 331Q 3M;;;UN;424;419,76;59;87,36;58,41;28,95;33,14;0;0;0;50,22;ABRIL
00000036-3M DO BRASIL LTDA;56;LIXA DAGUA Nº 080 331Q 3M;;;UN;343;373,87;59;87,3;58,41;28,89;33,09;0;0;0;50,22;ABRIL
00000036-3M DO BRASIL LTDA;87245;FOLHA ESPUMA FLEX P1000 33534 3M;;;UN;171;1.610,82;6;79,38;55,58;23,8;29,98;0;0;0;50,23;ABRIL
00000036-3M DO BRASIL LTDA;84407;FITA DUPLA FACE 4910 VHB 12MMX33M 3M;FL;;UN;26;758,42;2;76,86;58,34;18,52;24,1;0;0;0;50,23;ABRIL
00000036-3M DO BRASIL LTDA;10036;DISCO DE LIXA OURO 040 216U 3M;FL;;DC;0;0;30;72;62,7;9,3;12,92;0;0;0;50,23;ABRIL
00000036-3M DO BRASIL LTDA;23583;PROTETOR AUDITIVO ABAFADOR MUFFLER 3M;FL;;UN;4;202,04;1;70;50,51;19,49;27,84;0;0;0;50,23;ABRIL
00000036-3M DO BRASIL LTDA;23504;MÁSCARA DE PROTEÇÃO RESPIRATÓRIA COM VÁLVULA 9822 PFF-2 3M;;;UN;16;60,96;11;63,57;41,91;21,66;34,07;0;0;0;50,24;ABRIL
00000036-3M DO BRASIL LTDA;10039;DISCO DE LIXA OURO 400 216U 3M;FL;;UN;0;0;30;54,6;47,4;7,2;13,19;0;0;0;50,24;ABRIL
00000036-3M DO BRASIL LTDA;84417;FITA ISOLANTE IMPERIAL SLIM 18MMX10M 3M;;;UN;74;196,1;14;54,01;37,1;16,91;31,31;0;0;0;50,24;ABRIL
00000036-3M DO BRASIL LTDA;20477;FITA DUPLA FACE 5369T 9,5MMX20M 3M;;;UN;23;644,46;1;45,4;28,02;17,38;38,28;0;0;0;50,24;ABRIL
00000036-3M DO BRASIL LTDA;26;TIRANTE RESPIRADOR 6000/6200 3M;;;UN;19;542,83;1;45;28,57;16,43;36,51;0;0;0;50,24;ABRIL
00000036-3M DO BRASIL LTDA;10081;FITA DUPLA FACE 5369 12MMX3M CINZA 3M;;;UN;37;257,89;3;41;19,74;21,26;51,85;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;21350;DISCO TRIZACT P1000 152MM 3M;;;UN;86;1.670,12;1;38,08;19,42;18,66;49;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;222;CAMISA C/ TAMPA SISTEMA PPS 2 650ML 3M;;;UN;32;408,64;3;33,64;38,31;-4,67;-13,88;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;10099;FITA ISOLANTE SCOTCH 33+ 19MMX20M 3M;;;UN;43;771,42;1;33;17,94;15,06;45,64;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;84009;LIXA FERRO Nº 120 3M;;;UN;195;321,75;12;29;20,04;8,96;30,9;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;62;LIXA DAGUA Nº 150 331Q 3M;;;UN;444;483,96;13;28,4;12,87;15,53;54,68;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;23558;LIMPA TELA 100ML KIT COM FLANELA 3M;FL;;UN;1;11,6;1;20,22;11,6;8,62;42,63;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;20484;FITA DUPLA FACE 5369T 12MMX3M 3M;;;UN;34;277,44;1;16;7,69;8,31;51,94;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;84558;FITA ISOLANTE IMPERIAL SLIM 18MMX20M 3M;;;UN;37;175,38;1;10;4,74;5,26;52,6;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;10019;LIXA DAGUA Nº 320 3M;FL;;UN;-25;-18,25;6;9;4,38;4,62;51,33;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;10017;LIXA DAGUA Nº 180 3M;FL;;UN;-3;-1,95;3;6,3;1,95;4,35;69,05;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;23497;FITA EMPACOTAMENTO TRANSPARENTE 45MMX45M 3M;FL;;UN;2;7,2;1;6;3,6;2,4;40;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;61;LIXA DAGUA Nº 120 331Q 3M;;;UN;462;457,38;2;4,6;1,98;2,62;56,96;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;84509;DISCO BLUE NET 080 152MM 3M;FL;;UN;620;1.475,60;1;4,45;2,58;1,87;42,02;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;84779;COPO PARA SISTEMA PPS 2 SEM TAMPA 650ML 3M;;;UN;9;444,96;1;0;49,44;-49,44;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;60;LIXA DAGUA Nº 100 331Q 3M;;;UN;405;417,15;0;0;0;0;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;87090;BICO ATOMIZADOR PSG GRAVITACIONAL FINE FINISH 1.3 26913 3M;;;UN;15;371,85;0;0;0;0;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;84743;EXTRATORA DE PÓ 30L 230V 33750 3M;;;UN;1;4.022,89;1;0;4.022,89;-4.022,89;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;22935;PISTOLA ROLOC 2 PN33577 3M;FL;;UN;0;0;2;0;2.411,70;-2.411,70;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;10089;FITA MASCARAMENTO (TRIN) 6349 RL 50,8MMX10M 3M;;;UN;6;827,52;0;0;0;0;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;83783;LIXADEIRA ORBITAL PN CV 6 3/16 PN33628 3M;;;UN;7;6.621,23;22;0;19.657,71;-19.657,71;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;22064;CORREIA CUBII 80+;;;UN;403;3.856,71;0;0;0;0;0;0;0;0;50,25;ABRIL
00000036-3M DO BRASIL LTDA;20984;ADAPTADOR ENGATE RAPIDO PN33271 3M;;;UN;8;2.971,36;1;0;333,87;-333,87;0;0;0;0;50,25;ABRIL
00000043-J.PROLAB IND. E COM. DE PRODUTOS PARA LABORATORIO;20090;PISSETA POLIETILENO CAPACIDADE 1000ML;;;UN;144;1.584,00;10;217,79;110;107,79;49,49;0;0;0,01;50,26;ABRIL
00000091-ROBERLO DO BRASIL LTDA;87043;MASSA XTRA PLUS LIGHT 900GR ROBERLO;;;UN;1.775,00;33.991,25;1.202,00;32.036,80;21.660,04;10.376,76;32,39;0;0;1,22;51,49;ABRIL
00000091-ROBERLO DO BRASIL LTDA;21436;PRIMER KROLAC P512/I.401 PU 720ML ROBERLO;;;UN;289;5.629,72;309;12.448,98;7.297,79;5.151,19;41,38;0;0;0,48;51,96;ABRIL
00000091-ROBERLO DO BRASIL LTDA;23603;BUMPER COLOR BLACK 1L ROBERLO;;;UN;12;1.580,52;18;2.744,93;2.393,46;351,47;12,8;0;0;0,1;52,07;ABRIL
00000091-ROBERLO DO BRASIL LTDA;21437;CATALISADOR KROLAC P512/H.401 180ML ROBERLO;;;UN;294;2.172,66;308;2.695,59;2.057,84;637,75;23,66;0;0;0,1;52,17;ABRIL
00000091-ROBERLO DO BRASIL LTDA;10379;MASSA ALUMINIO 1KG ROBERLO;;;UN;36;2.922,48;13;1.617,56;1.055,34;562,22;34,76;0;0;0,06;52,23;ABRIL
00000091-ROBERLO DO BRASIL LTDA;83990;BUMPER COLOR ANTRACITA 1L ROBERLO;;;UN;14;2.165,10;8;1.601,67;1.114,32;487,35;30,43;0;0;0,06;52,29;ABRIL
00000091-ROBERLO DO BRASIL LTDA;84875;ROBLINER NEGRO 600ML ROBERLO;;;UN;18;2.716,38;4;995;574,92;420,08;42,22;0;0;0,04;52,33;ABRIL
00000091-ROBERLO DO BRASIL LTDA;20949;SILTEX 800 NEGRO 1KG ROBERLO;;;UN;28;1.370,32;12;833,27;576,72;256,55;30,79;0;0;0,03;52,36;ABRIL
00000091-ROBERLO DO BRASIL LTDA;23585;SILTEX KROLAC AX.400 PRETO 900G ROBERLO;;;UN;43;605,87;10;446,3;175,7;270,6;60,63;0;0;0,02;52,38;ABRIL
00000091-ROBERLO DO BRASIL LTDA;21948;MASSA PLUS LIGHT 900GR ROBERLO;FL;;UN;-53;-965,66;10;289,4;182,2;107,2;37,04;0;0;0,01;52,39;ABRIL
00000091-ROBERLO DO BRASIL LTDA;21702;CATALISADOR ROBLINER P6000 225ML ROBERLO;;;UN;12;224,52;4;160;75,76;84,24;52,65;0;0;0,01;52,4;ABRIL
00000091-ROBERLO DO BRASIL LTDA;21693;SILTEX CINZA 1KG ROBERLO;;;UN;25;1.223,50;2;152,4;96,12;56,28;36,93;0;0;0,01;52,4;ABRIL
00000092-EURO TECHNIKER COM. IMP. E EXP. DE EQUIP. IND. LTD;84918;PISTOLA  HIGH TECH MOD. 6000G 1.4MM EURO TECHNIKER;FL;;UN;0;0;1;1.684,00;1.023,20;660,8;39,24;0;0;0,06;52,47;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;87003;PANO MULTIUSO 28CMX240M BRANCO;;;UN;1;82,33;9;989,22;690,13;299,09;30,23;0;0;0,04;52,51;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;23515;LUVA LATEX FORRADA AZUL TAM M;;;UN;93;486,39;12;91,17;62,76;28,41;31,16;0;0;0;52,51;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;29;LUVA LATEX FORRADA AZUL TAM G;;;UN;67;350,41;6;60,14;31,38;28,76;47,82;0;0;0;52,51;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;22981;FLANELA BRANCA G;FL;;UN;129;332,82;8;32;20,64;11,36;35,5;0;0;0;52,51;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;23518;PAPEL HIGIENICO C/4 30MX10CM-5,67-ST;;;PC;568;5.202,88;1;14,2;9,16;5,04;35,49;0;0;0;52,51;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;22986;PANO SACO XADREZ 60X80CM;;;UN;118;1.044,30;1;13,19;8,81;4,38;33,21;0;0;0;52,51;ABRIL
00000112-COM.ALVORADA LIMPEZA E DESCARTAVEIS;23794;PULVERIZADOR PLASTICO 500ML;;;UN;2;10,48;1;11,17;5,24;5,93;53,09;0;0;0;52,51;ABRIL
00000138-NOVA CASA DIST.MAT P/ CONST-LTDA;85622;ADESIVO INST 100G 793 BICO ANTIENTUPIMENTO TEKBOND;;;UN;55;1.385,45;4;132,72;100,76;31,96;24,08;0;0;0,01;52,52;ABRIL
00000138-NOVA CASA DIST.MAT P/ CONST-LTDA;85462;ADESIVO INST 20G 793 BICO ANTIENTUPIMENTO TEKBOND;;;UN;64;446,72;10;92;69,8;22,2;24,13;0;0;0;52,52;ABRIL
00000138-NOVA CASA DIST.MAT P/ CONST-LTDA;64;BLOCO DE ESPUMA MULTIUSO;;;UN;112;260,96;3;12,92;6,99;5,93;45,9;0;0;0;52,52;ABRIL
00000143-TERRA UTIL. DE MAQUINAS, FERRAMENTAS E UTILID.;23774;ADAPTADOR P/ ENGATE RAPIDO MACHO 1/4  AD767M SCHWEERS;;;UN;13;46,8;11;54,07;39,6;14,47;26,76;0;0;0;52,53;ABRIL
00000155-ARCOM S.A.;1;ALGODAO HIDROFILO 500GR;;;UN;43;860,86;6;205,9;108,24;97,66;47,43;0;0;0,01;52,53;ABRIL
00000156-PRODESIVO INDUSTRIA E COMERCIO LTDA;87237;IMPERMEABILIZANTE MANTA LIQUIDA BRANCA BALDE 15KG RHODOPAS;;;UN;20;3.180,00;2;411,04;290;121,04;29,45;0;0;0,02;52,55;ABRIL
00000156-PRODESIVO INDUSTRIA E COMERCIO LTDA;87238;IMPERMEABILIZANTE AM712 FRASCO 1KG RHODOPAS;;;UN;33;891;12;332,04;252;80,04;24,11;0;0;0,01;52,56;ABRIL
00000156-PRODESIVO INDUSTRIA E COMERCIO LTDA;87234;IMPERMEABILIZANTE PAREDES E FACHADAS BRANCO GL 3,6KG RHODOPAS;;;UN;23;782,92;4;204,45;123,8;80,65;39,45;0;0;0,01;52,57;ABRIL
00000156-PRODESIVO INDUSTRIA E COMERCIO LTDA;87235;IMPERMEABILIZANTE PAREDES E FACHADAS BRANCO BALDE 16KG RHODOPAS;;;UN;23;2.990,00;1;189,88;119;70,88;37,33;0;0;0,01;52,58;ABRIL
00000156-PRODESIVO INDUSTRIA E COMERCIO LTDA;87236;IMPERMEABILIZANTE MANTA LIQUIDA BRANCA GL 3,6KG RHODOPAS;;;UN;19;951,52;2;141,96;95,4;46,56;32,8;0;0;0,01;52,58;ABRIL
00000156-PRODESIVO INDUSTRIA E COMERCIO LTDA;87241;PRIMER 0,9KG RHODOPAS;;;UN;29;246,5;2;18,7;14,2;4,5;24,06;0;0;0;52,58;ABRIL
00000172-KERS IMPORTADORA AUTOMOTIVA KERS IMPORTADORA LTDA;87184;FLANELA MICROFIBRA 40X60CM COM COSTURA AMARELA KERS;;;UN;859;4.148,97;161;1.657,17;777,63;879,54;53,07;0;0;0,06;52,65;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;21125;LIXADOR MANUAL GRANDE C/ PRESILHA 243X105MM PURPLEX;;;UN;10;363,2;13;769,74;472,16;297,58;38,66;0;0;0,03;52,68;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;23750;TACO LIXADOR MANUAL DE BORRACHA GRANDE 65X122MM PURPLEX;;;UN;18;233,28;16;409,8;207,36;202,44;49,4;0;0;0,02;52,69;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;21130;LIXADOR MANUAL PEQUENO C/ PRESILHA 204MMX68MM PURPLEX;;;UN;21;611,73;6;299,76;174,78;124,98;41,69;0;0;0,01;52,7;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;20154;TACO LIXADOR MANUAL DE BORRACHA PEQUENO 43X122MM PURPLEX;;;UN;29;296,67;8;170,28;81,84;88,44;51,94;0;0;0,01;52,71;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;87045;TACO LIXADOR MANUAL RETANGULAR EM E.V.A 70X130MM PURPLEX;;;UN;38;642,2;6;164,36;101,4;62,96;38,31;0;0;0,01;52,72;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;87048;TACO LIXADOR MANUAL RETANGULAR EXTRA GRANDE EM E.V.A 70X280MM PURPLEX;;;UN;21;719,04;2;105;68,48;36,52;34,78;0;0;0;52,72;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;87046;TACO LIXADOR MANUAL MACIO P/ LIXAS 1200 A 2500 70X130MM PURPLEX;;;UN;38;484,12;4;81,98;50,96;31,02;37,84;0;0;0;52,72;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;87047;TACO LIXADOR MANUAL RETANGULAR MEDIO EM E.V.A 70X200MM PURPLEX;;;UN;29;724,13;2;76,21;49,94;26,27;34,47;0;0;0;52,73;ABRIL
00000179-INDUSTRIA DE LIXADORES PURPER LTDA;21313;CHAPINHA P/ ACERTO DE COR SEM FURO 70X140MM PURPLEX;;;UN;358;526,26;30;45;44,1;0,9;2;0;0;0;52,73;ABRIL
00000209-CELSO CAVINI DIAS SERRALHERIA ME;21341;CAVALETE DE PREPARAÇÃO AI 02;;;UN;6;795;2;397;265;132;33,25;0;0;0,02;52,74;ABRIL
00000227-SIGMA TOOLS COM. MAQUINAS EQUIP. E ACE;85565;LIXADEIRA ELETRICA DE PAREDE E TETO 800W 220V SGT4300 SIGMA;FL;;UN;3;1.862,19;1;0;620,73;-620,73;0;0;0;0;52,74;ABRIL
00000261-SOLUCAO ADESIVOS E SELANTES LTDA;21741;COLA PARA PARABRISA PRETO TUBO 280ML SOLUFIX;;;UN;98;1.515,08;84;1.980,65;1.332,24;648,41;32,74;0;0;0,08;52,82;ABRIL
00000261-SOLUCAO ADESIVOS E SELANTES LTDA;85108;ADESIVO PU40 SELANTE FLEX CINZA SACHE 600ML SOLUFIX;;;UN;84;3.291,96;29;1.467,20;1.061,98;405,22;27,62;0;0;0,06;52,87;ABRIL
00000261-SOLUCAO ADESIVOS E SELANTES LTDA;23708;COLA PARA PARABRISA PRETO SACHE 600ML SOLUFIX;;;UN;130;3.164,20;34;982,03;893,18;88,85;9,05;0;0;0,04;52,91;ABRIL
00000261-SOLUCAO ADESIVOS E SELANTES LTDA;21814;ADESIVO PU40 SELANTE FLEX CINZA SACHE 400ML SOLUFIX;;;UN;149;4.522,15;20;922,04;567,4;354,64;38,46;0;0;0,04;52,95;ABRIL
00000338-SONIA SERTANEJO NETO EIRELI - ME;5;ESTOPA BRANCA 500G;;;UN;927;3.726,54;812;5.143,07;3.264,24;1.878,83;36,53;0;0;0,2;53,14;ABRIL
00000338-SONIA SERTANEJO NETO EIRELI - ME;20973;ESTOPA BRANCA 150GR;FL;;UN;-4;-4,96;1;2,74;1,24;1,5;54,74;0;0;0;53,14;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10298;THINNER 2750 5L ANJO;;;UN;599;29.764,31;644;44.108,31;31.979,45;12.128,86;27,5;0;0;1,69;54,83;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10297;THINNER 2750 900ML ANJO;;;UN;1.546,00;14.872,52;1.022,00;13.934,19;9.685,50;4.248,69;30,49;0;0;0,53;55,36;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;23280;THINNER 2750 190L TAMBOR ANJO;;;UN;3;4.858,71;6;11.182,83;9.636,87;1.545,96;13,82;0;0;0,43;55,79;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;23267;MASSA POLIESTER OCTANO 900G ANJO;;;UN;417;8.581,86;303;8.230,17;5.641,86;2.588,31;31,45;0;0;0,31;56,11;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10296;SOLUCAO DESENGRAXANTE 900ML ANJO;;;UN;189;2.702,70;298;6.612,08;3.745,86;2.866,22;43,35;0;0;0,25;56,36;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10316;COLA PLASTICA UNIV. SUPER LIGHT 495G ANJO;;;UN;200;2.570,00;301;5.665,54;3.500,63;2.164,91;38,21;0;0;0,22;56,57;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10303;THINNER 2750 18L ANJO;;;UN;26;4.371,64;15;3.790,42;2.558,94;1.231,48;32,49;0;0;0,14;56,72;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10325;TINTA LACA NC PRETO FOSCO 900ML  ANJO;;;UN;10;314,5;26;1.313,97;635,18;678,79;51,66;0;0;0,05;56,77;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10324;TINTA LACA NC ALUMINIO OPALESCENTE 900ML ANJO;;;UN;27;759,51;20;1.168,25;513,8;654,45;56,02;0;0;0,04;56,81;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10333;REMOVEDOR PASTOSO 1KG ANJO;;;UN;7;134,68;34;982,77;645,32;337,45;34,34;0;0;0,04;56,85;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;23840;ESMALTE SINTETICO-PRETO CHASSIS SEMI-BRILHO 900ML ANJO;;;UN;53;1.258,75;18;709,52;427,5;282,02;39,75;0;0;0,03;56,88;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10329;PRIMER UNIVERSAL CINZA 900ML ANJO;;;UN;25;652;11;519,96;283,03;236,93;45,57;0;0;0,02;56,9;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10295;QUEROSENE 900ML ANJO;;;UN;41;676,09;20;433,24;347,4;85,84;19,81;0;0;0,02;56,92;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10318;EMBORRACHAMENTO PRETO 900ML ANJO;;;UN;9;110,25;11;342,74;142,01;200,73;58,57;0;0;0,01;56,93;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10317;EMBORRACHAMENTO BRANCO 900ML ANJO;;;UN;23;299,46;7;269,58;82,46;187,12;69,41;0;0;0,01;56,94;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10332;PRIMER UNIVERSAL BRANCO 900ML ANJO;;;UN;22;594,22;4;223,76;97,76;126;56,31;0;0;0,01;56,95;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;23841;ESMALTE SINTETICO-PRETO CHASSIS SEMI-BRILHO 3,6L ANJO;;;UN;8;614,64;1;150;71,76;78,24;52,16;0;0;0,01;56,95;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10326;TINTA LACA NC PRETO CADILLAC 900ML ANJO;FL;;UN;3;93,66;3;139,98;93,66;46,32;33,09;0;0;0,01;56,96;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;20149;TINTA LACA NC BRANCO PURO 900ML ANJO;;;UN;18;599,22;1;105,74;33,29;72,45;68,52;0;0;0;56,96;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;10337;CERA AUTO BRILHO 200G ANJO;;;UN;30;342;4;90,71;41,28;49,43;54,49;0;0;0;56,97;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;23253;MASSA RAPIDA PLUS 1,25KG ANJO;;;UN;20;535,6;1;53,69;22,65;31,04;57,81;0;0;0;56,97;ABRIL
00000382-ANJO QUIMICA DO BRASIL LTDA;20459;ESMALTE SINTETICO-PRETO FOSCO 900ML ANJO;;;UN;16;298,24;0;0;0;0;0;0;0;0;56,97;ABRIL
00000417-ROYAL QUIMICA LTDA - EM RECUPERACAO JUDICIAL;23367;ADESIVO PLASTICO BRANCO 1KG ROYAL;FL;;UN;1;10,56;0;0;0;0;0;0;0;0;56,97;ABRIL
00000425-VONIXX INDUSTRIA E COMERCIO DE POLIDORES LTDA;24331;SINTRA PRO 5L VONIXX;;;UN;70;3.733,10;26;1.976,79;1.386,58;590,21;29,86;0;0;0,08;57,04;ABRIL
00000425-VONIXX INDUSTRIA E COMERCIO DE POLIDORES LTDA;84543;DELET 5L VONIXX;;;UN;34;2.283,78;18;1.896,33;1.209,06;687,27;36,24;0;0;0,07;57,12;ABRIL
